code,display_name
SCAN_lipperLTDebt2ShareholdersEquity_DESC,LT Debt / Shareholders Equity Desc
SCAN_etfDUR_WgtAvg_ASC,Macaulay Duration Weighted Average (AltaVista) Asc
SCAN_etfDUR_WgtAvg_DESC,Macaulay Duration Weighted Average (AltaVista) Desc
SCAN_lipperMktCapAvgLatest_ASC,Market Capitalisation - Avg. Latest Asc
SCAN_lipperMktCapAvgLatest_DESC,Market Capitalisation - Avg. Latest Desc
SCAN_etfMaturity_WgtAvg_ASC,Maturity Weighted Average (AltaVista) Asc
SCAN_etfMaturity_WgtAvg_DESC,Maturity Weighted Average (AltaVista) Desc
SCAN_lipperMaximumDrawdown1yr_ASC,Max Drawdown 1Yr Asc
SCAN_lipperMaximumDrawdown1yr_DESC,Max Drawdown 1Yr Desc
SCAN_lipperMaxGain1yr_ASC,Max Gain 1Yr Asc
SCAN_lipperMaxGain1yr_DESC,Max Gain 1Yr Desc
SCAN_lipperMaxLoss1yr_ASC,Max Loss 1Yr Asc
SCAN_lipperMaxLoss1yr_DESC,Max Loss 1Yr Desc
SCAN_etfMOD_DUR_WgtAvg_ASC,Modified Duration Weighted Average (AltaVista) Asc
SCAN_etfMOD_DUR_WgtAvg_DESC,Modified Duration Weighted Average (AltaVista) Desc
MOST_ACTIVE,Most Active
MOST_ACTIVE_USD,Most Active ($)
MOST_ACTIVE_AVG_USD,Most Active (Avg $)
OPT_OPEN_INTEREST_MOST_ACTIVE,Most Active By Opt Open Interest
OPT_VOLUME_MOST_ACTIVE,Most Active By Opt Volume
SCAN_netProfitMarginTTM_ASC,Net Profit Margin(%) (Refinitiv) Asc
SCAN_netProfitMarginTTM_DESC,Net Profit Margin(%) (Refinitiv) Desc
SCAN_nextYrETFFYBVPerShare_ASC,Next Year Book Value Per Share (AltaVista) Asc
SCAN_nextYrETFFYBVPerShare_DESC,Next Year Book Value Per Share (AltaVista) Desc
SCAN_nextYrETFFYDividendYield_ASC,Next Year Dividend Yield (AltaVista) Asc
SCAN_nextYrETFFYDividendYield_DESC,Next Year Dividend Yield (AltaVista) Desc
SCAN_nextYrETFFYDPS_ASC,Next Year Dividends Per Share (AltaVista) Asc
SCAN_nextYrETFFYDPS_DESC,Next Year Dividends Per Share (AltaVista) Desc
SCAN_nextYrETFFYEPS_ASC,Next Year Earnings Per Share (AltaVista) Asc
SCAN_nextYrETFFYEPS_DESC,Next Year Earnings Per Share (AltaVista) Desc
SCAN_nextYrETFFYEPSGrowth_ASC,Next Year Earnings Per Share Growth (AltaVista) Asc
SCAN_nextYrETFFYEPSGrowth_DESC,Next Year Earnings Per Share Growth (AltaVista) Desc
SCAN_nextYrETFFYNetMargin_ASC,Next Year Net Margins Per Share (AltaVista) Asc
SCAN_nextYrETFFYNetMargin_DESC,Next Year Net Margins Per Share (AltaVista) Desc
SCAN_nextYrETFFYPriceToBookValue_ASC,Next Year Price/Book Value Ratio (AltaVista) Asc
SCAN_nextYrETFFYPriceToBookValue_DESC,Next Year Price/Book Value Ratio (AltaVista) Desc
SCAN_nextYrETFFYPriceToCashFlow_ASC,Next Year Price/Cash Flow Ratio (AltaVista) Asc
SCAN_nextYrETFFYPriceToCashFlow_DESC,Next Year Price/Cash Flow Ratio (AltaVista) Desc
SCAN_nextYrETFFYPriceToEarnings_ASC,Next Year Price/Earnings Ratio (AltaVista) Asc
SCAN_nextYrETFFYPriceToEarnings_DESC,Next Year Price/Earnings Ratio (AltaVista) Desc
SCAN_nextYrETFFYPriceToGrowth_ASC,Next Year Price/Growth Ratio (AltaVista) Asc
SCAN_nextYrETFFYPriceToGrowth_DESC,Next Year Price/Growth Ratio (AltaVista) Desc
SCAN_nextYrETFFYPriceToSales_ASC,Next Year Price/Sales Ratio (AltaVista) Asc
SCAN_nextYrETFFYPriceToSales_DESC,Next Year Price/Sales Ratio (AltaVista) Desc
SCAN_nextYrETFFYRoE_ASC,Next Year Return on Equity (AltaVista) Asc
SCAN_nextYrETFFYRoE_DESC,Next Year Return on Equity (AltaVista) Desc
SCAN_nextYrETFFYSPS_ASC,Next Year Sales Per Share (AltaVista) Asc
SCAN_nextYrETFFYSPS_DESC,Next Year Sales Per Share (AltaVista) Desc
SCAN_nextYrETFFYSPSGrowth_ASC,Next Year Sales Per Share Growth (AltaVista) Asc
SCAN_nextYrETFFYSPSGrowth_DESC,Next Year Sales Per Share Growth (AltaVista) Desc
SCAN_lipperNominalMaturity_ASC,Nominal Maturity Asc
SCAN_lipperNominalMaturity_DESC,Nominal Maturity Desc
NOT_YET_TRADED_TODAY,Not Yet Traded Today
SCAN_etfComponent_Count_ASC,Number of Components (AltaVista) Asc
SCAN_etfComponent_Count_DESC,Number of Components (AltaVista) Desc
SCAN_etfNum_Distinct_ASC,Number of Issuers (AltaVista) Asc
SCAN_etfNum_Distinct_DESC,Number of Issuers (AltaVista) Desc
SCAN_lipperNumberOfSecurities_ASC,Number of Securities Asc
SCAN_lipperNumberOfSecurities_DESC,Number of Securities Desc
SCAN_lipperOperCashFlowGrowthRate3yr_ASC,Operating Cash Flow - Growth Rate 3Yr Asc
SCAN_lipperOperCashFlowGrowthRate3yr_DESC,Operating Cash Flow - Growth Rate 3Yr Desc
SCAN_operatingMarginTTM_ASC,Operating Margin (Refinitiv) Asc
SCAN_operatingMarginTTM_DESC,Operating Margin (Refinitiv) Desc
SCAN_etfPayout_ASC,Payout (AltaVista) Asc
SCAN_etfPayout_DESC,Payout (AltaVista) Desc
SCAN_payoutRatioTTM_ASC,Payout Ratio TTM (Refinitiv) Asc
SCAN_payoutRatioTTM_DESC,Payout Ratio TTM (Refinitiv) Desc
SCAN_lipperPctChange_ASC,Pct Change Asc
SCAN_lipperPctChange_DESC,Pct Change Desc
SCAN_lipperPercentageGrowthCumulativeValue_ASC,Percentage Growth Cumulative Asc
SCAN_lipperPercentageGrowthCumulativeValue_DESC,Percentage Growth Cumulative Desc
SCAN_etfPct_Fixed_ASC,Portion With Fixed Interest Rate (AltaVista) Asc
SCAN_etfPct_Fixed_DESC,Portion With Fixed Interest Rate (AltaVista) Desc
SCAN_etfPct_at_Mty_ASC,Portion With Standard Maturity (AltaVista) Asc
SCAN_etfPct_at_Mty_DESC,Portion With Standard Maturity (AltaVista) Desc
SCAN_lipperPositivePeriods1yr_ASC,Positive Periods 1Yr Asc
SCAN_lipperPositivePeriods1yr_DESC,Positive Periods 1Yr Desc
SCAN_mfPreservationScore10yr_ASC,Preservation Score - 10yr Asc
SCAN_mfPreservationScore10yr_DESC,Preservation Score - 10yr Desc
SCAN_mfPreservationScore3yr_ASC,Preservation Score - 3yr Asc
SCAN_mfPreservationScore3yr_DESC,Preservation Score - 3yr Desc
SCAN_mfPreservationScore5yr_ASC,Preservation Score - 5yr Asc
SCAN_mfPreservationScore5yr_DESC,Preservation Score - 5yr Desc
SCAN_mfPreservationScoreOverall_ASC,Preservation Score - Overall Asc
SCAN_mfPreservationScoreOverall_DESC,Preservation Score - Overall Desc
SCAN_prevYrETFFYBVPerShare_ASC,Prev Year Book Value Per Share (AltaVista) Asc
SCAN_prevYrETFFYBVPerShare_DESC,Prev Year Book Value Per Share (AltaVista) Desc
SCAN_prevYrETFFYDividendYield_ASC,Prev Year Dividend Yield (AltaVista) Asc
SCAN_prevYrETFFYDividendYield_DESC,Prev Year Dividend Yield (AltaVista) Desc
SCAN_prevYrETFFYDPS_ASC,Prev Year Dividends Per Share (AltaVista) Asc
SCAN_prevYrETFFYDPS_DESC,Prev Year Dividends Per Share (AltaVista) Desc
SCAN_prevYrETFFYEPS_ASC,Prev Year Earnings Per Share (AltaVista) Asc
SCAN_prevYrETFFYEPS_DESC,Prev Year Earnings Per Share (AltaVista) Desc
SCAN_prevYrETFFYEPSGrowth_ASC,Prev Year Earnings Per Share Growth (AltaVista) Asc
SCAN_prevYrETFFYEPSGrowth_DESC,Prev Year Earnings Per Share Growth (AltaVista) Desc
SCAN_prevYrETFFYNetMargin_ASC,Prev Year Net Margins Per Share (AltaVista) Asc
SCAN_prevYrETFFYNetMargin_DESC,Prev Year Net Margins Per Share (AltaVista) Desc
SCAN_prevYrETFFYPriceToBookValue_ASC,Prev Year Price/Book Value Ratio (AltaVista) Asc
SCAN_prevYrETFFYPriceToBookValue_DESC,Prev Year Price/Book Value Ratio (AltaVista) Desc
SCAN_prevYrETFFYPriceToCashFlow_ASC,Prev Year Price/Cash Flow Ratio (AltaVista) Asc
SCAN_prevYrETFFYPriceToCashFlow_DESC,Prev Year Price/Cash Flow Ratio (AltaVista) Desc
SCAN_prevYrETFFYPriceToEarnings_ASC,Prev Year Price/Earnings Ratio (AltaVista) Asc
SCAN_prevYrETFFYPriceToEarnings_DESC,Prev Year Price/Earnings Ratio (AltaVista) Desc
SCAN_prevYrETFFYPriceToGrowth_ASC,Prev Year Price/Growth Ratio (AltaVista) Asc
SCAN_prevYrETFFYPriceToGrowth_DESC,Prev Year Price/Growth Ratio (AltaVista) Desc
SCAN_prevYrETFFYPriceToSales_ASC,Prev Year Price/Sales Ratio (AltaVista) Asc
SCAN_prevYrETFFYPriceToSales_DESC,Prev Year Price/Sales Ratio (AltaVista) Desc
SCAN_prevYrETFFYRoE_ASC,Prev Year Return on Equity (AltaVista) Asc
SCAN_prevYrETFFYRoE_DESC,Prev Year Return on Equity (AltaVista) Desc
SCAN_prevYrETFFYSPS_ASC,Prev Year Sales Per Share (AltaVista) Asc
SCAN_prevYrETFFYSPS_DESC,Prev Year Sales Per Share (AltaVista) Desc
SCAN_prevYrETFFYSPSGrowth_ASC,Prev Year Sales Per Share Growth (AltaVista) Asc
SCAN_prevYrETFFYSPSGrowth_DESC,Prev Year Sales Per Share Growth (AltaVista) Desc
SCAN_mfPriceChangeValue_ASC,Price Change Value Asc
SCAN_mfPriceChangeValue_DESC,Price Change Value Desc
SCAN_lipperLatestPrice2BookZScore_ASC,Price to Book Z-Score Latest Asc
SCAN_lipperLatestPrice2BookZScore_DESC,Price to Book Z-Score Latest Desc
SCAN_lipperPrice2Cash_ASC,Price to Cash Asc
SCAN_lipperPrice2Cash_DESC,Price to Cash Desc
SCAN_price2CashTTM_ASC,Price To Cash Per Share (Refinitiv) Asc
SCAN_price2CashTTM_DESC,Price To Cash Per Share (Refinitiv) Desc
SCAN_lipperPrice2Dividend_ASC,Price to Dividend Asc
SCAN_lipperPrice2Dividend_DESC,Price to Dividend Desc
SCAN_lipperLatestPrice2EarningsZScore_ASC,Price to Earnings Z-Score Latest Asc
SCAN_lipperLatestPrice2EarningsZScore_DESC,Price to Earnings Z-Score Latest Desc
HIGH_LAST_VS_EMA100,Price vs EMA(100) Change(%) (High-Low)
LOW_LAST_VS_EMA100,Price vs EMA(100) Change(%) (Low-High)
HIGH_LAST_VS_EMA20,Price vs EMA(20) Change(%) (High-Low)
LOW_LAST_VS_EMA20,Price vs EMA(20) Change(%) (Low-High)
HIGH_LAST_VS_EMA200,Price vs EMA(200) Change(%) (High-Low)
LOW_LAST_VS_EMA200,Price vs EMA(200) Change(%) (Low-High)
HIGH_LAST_VS_EMA50,Price vs EMA(50) Change(%) (High-Low)
LOW_LAST_VS_EMA50,Price vs EMA(50) Change(%) (Low-High)
SCAN_lipperPrice2BookRatio_ASC,Price/Book Asc
SCAN_lipperPrice2BookRatio_DESC,Price/Book Desc
SCAN_lipperLatestPrice2BookRatio_ASC,Price/Book Ratio Latest Asc
SCAN_lipperLatestPrice2BookRatio_DESC,Price/Book Ratio Latest Desc
SCAN_lipperPrice2EarningsRatio_ASC,Price/Earnings Ratio Asc
SCAN_lipperPrice2EarningsRatio_DESC,Price/Earnings Ratio Desc
SCAN_lipperLatestPrice2EarningsRatio_ASC,Price/Earnings Ratio Latest Asc
SCAN_lipperLatestPrice2EarningsRatio_DESC,Price/Earnings Ratio Latest Desc
SCAN_lipperLatestPrice2SalesRatio_ASC,Price/Sales Ratio Latest Asc
SCAN_lipperPrice2SalesRatio_ASC,Price/Sales Ratio Latest Asc
SCAN_lipperLatestPrice2SalesRatio_DESC,Price/Sales Ratio Latest Desc
SCAN_lipperPrice2SalesRatio_DESC,Price/Sales Ratio Latest Desc
SCAN_lipperLatestPrice2SalesZScore_ASC,Price/Sales Z-Score Latest Asc
SCAN_lipperLatestPrice2SalesZScore_DESC,Price/Sales Z-Score Latest Desc
SCAN_lipperProjectedYieldValue_ASC,Projected Yield Value Asc
SCAN_lipperProjectedYieldValue_DESC,Projected Yield Value Desc
COMBO_QUOTES,Quotes
SCAN_lipperRSquared1yr_ASC,R-Squared 1Yr Asc
SCAN_lipperRSquared1yr_DESC,R-Squared 1Yr Desc
SCAN_lipperAdjustedRSquared1yr_ASC,R-Squared Adjusted 1Yr Asc
SCAN_lipperAdjustedRSquared1yr_DESC,R-Squared Adjusted 1Yr Desc
WSH_PREV_EARNINGS,Recent Earnings (WSH)
WSH_PREV_EVENT,Recent Event (WSH)
WSH_PREV_ANALYST_MEETING,Recent Meeting (WSH)
SCAN_lipperRelativeStrength_ASC,Relative Strength Asc
SCAN_lipperRelativeStrength_DESC,Relative Strength Desc
SCAN_lipperReturnOnAssets1yr_ASC,Return on Assets 1Yr Asc
SCAN_lipperReturnOnAssets1yr_DESC,Return on Assets 1Yr Desc
SCAN_lipperReturnOnAssets3yr_ASC,Return on Assets 3Yr Asc
SCAN_lipperReturnOnAssets3yr_DESC,Return on Assets 3Yr Desc
SCAN_lipperReturnOnCapital3yr_ASC,Return on Capital 3Yr Asc
SCAN_lipperReturnOnCapital3yr_DESC,Return on Capital 3Yr Desc
SCAN_lipperReturnOnCapital_ASC,Return on Capital Asc
SCAN_lipperReturnOnCapital_DESC,Return on Capital Desc
SCAN_lipperReturnOnEquity1yr_ASC,Return on Equity 1Yr Asc
SCAN_lipperReturnOnEquity1yr_DESC,Return on Equity 1Yr Desc
SCAN_lipperReturnOnEquity3yr_ASC,Return on Equity 3Yr Asc
SCAN_lipperReturnOnEquity3yr_DESC,Return on Equity 3Yr Desc
SCAN_lipperLatestReturnOnEquityWAvg_ASC,Return on Equity Weighted Average Latest Asc
SCAN_lipperLatestReturnOnEquityWAvg_DESC,Return on Equity Weighted Average Latest Desc
SCAN_lipperReturnOnEquityZScore_ASC,Return on Equity Z-Score Latest Asc
SCAN_lipperReturnOnEquityZScore_DESC,Return on Equity Z-Score Latest Desc
SCAN_returnOnInvestmentTTM_ASC,Return On Investment (Refinitiv) Asc
SCAN_returnOnInvestmentTTM_DESC,Return On Investment (Refinitiv) Desc
SCAN_lipperReturnOnInvestment1yr_ASC,Return on Investment 1Yr Asc
SCAN_lipperReturnOnInvestment1yr_DESC,Return on Investment 1Yr Desc
SCAN_lipperReturnOnInvestment3yr_ASC,Return on Investment 3Yr Asc
SCAN_lipperReturnOnInvestment3yr_DESC,Return on Investment 3Yr Desc
SCAN_lipperReturnRiskRatio1yr_ASC,Return Risk Ratio 1Yr Asc
SCAN_lipperReturnRiskRatio1yr_DESC,Return Risk Ratio 1Yr Desc
SCAN_revChange_ASC,Rev Change(%) (Refinitiv) Asc
SCAN_revChange_DESC,Rev Change(%) (Refinitiv) Desc
SCAN_revGrowthRate5Y_ASC,Revenue Growth Rate 5Y (Refinitiv) Asc
SCAN_revGrowthRate5Y_DESC,Revenue Growth Rate 5Y (Refinitiv) Desc
SCAN_lipperSalesGrowth1yr_ASC,Sales Growth 1Yr Asc
SCAN_lipperSalesGrowth1yr_DESC,Sales Growth 1Yr Desc
SCAN_lipperSalesGrowth3yr_ASC,Sales Growth 3Yr Asc
SCAN_lipperSalesGrowth3yr_DESC,Sales Growth 3Yr Desc
SCAN_lipperSalesGrowth5yr_ASC,Sales Growth 5Yr Asc
SCAN_lipperSalesGrowth5yr_DESC,Sales Growth 5Yr Desc
SCAN_lipperSalesPerShareGrowth1yr_ASC,Sales Per Share Growth 1 Year Asc
SCAN_lipperSalesPerShareGrowth1yr_DESC,Sales Per Share Growth 1 Year Desc
SCAN_lipperSalesPerShareGrowth3yr_ASC,Sales Per Share Growth 3 Year Asc
SCAN_lipperSalesPerShareGrowth3yr_DESC,Sales Per Share Growth 3 Year Desc
SCAN_lipperLatestSalesPerShareGrowth3yr_ASC,Sales Per Share Growth 3Yr Latest Asc
SCAN_lipperLatestSalesPerShareGrowth3yr_DESC,Sales Per Share Growth 3Yr Latest Desc
SCAN_lipperSales2TotalAssets_ASC,Sales to Total Assets Asc
SCAN_lipperSales2TotalAssets_DESC,Sales to Total Assets Desc
SCAN_lipperSemiDeviation1yr_ASC,Semi Deviation 1Yr Asc
SCAN_lipperSemiDeviation1yr_DESC,Semi Deviation 1Yr Desc
SCAN_lipperSemiVariance1yr_ASC,Semi Variance 1Yr Asc
SCAN_lipperSemiVariance1yr_DESC,Semi Variance 1Yr Desc
SCAN_lipperSharpeRatio1yr_ASC,Sharpe Ratio 1Yr Asc
SCAN_lipperSharpeRatio1yr_DESC,Sharpe Ratio 1Yr Desc
SCAN_etfSht_Int_ASC,Short Interest  (AltaVista) Asc
SCAN_etfSht_Int_DESC,Short Interest (AltaVista) Desc
SCAN_rcgShortTermEventScore_ASC,Short Term Event Score (Recognia) Asc
SCAN_rcgShortTermEventScore_DESC,Short Term Event Score (Recognia) Desc
SCAN_rcgShortTermTechnicalDate_ASC,Short Term Technical Date (Recognia) Asc
SCAN_rcgShortTermTechnicalDate_DESC,Short Term Technical Date (Recognia) Desc
SCAN_rcgShortTermTrade_ASC,Short Term Trade (Recognia) Asc
SCAN_rcgShortTermTrade_DESC,Short Term Trade (Recognia) Desc
SCAN_sharesAvailableNorm_DESC,Shortable shares (High-Low)
SCAN_sharesAvailableNorm_ASC,Shortable shares (Low-High)
SCAN_socialSentimentScore_ASC,Social Sentiment Score Asc
SCAN_socialSentimentScoreChange_ASC,Social Sentiment Score Change Asc
SCAN_socialSentimentScoreChange_DESC,Social Sentiment Score Change Desc
SCAN_socialSentimentScore_DESC,Social Sentiment Score Desc
SCAN_lipperSortino1yr_ASC,Sortino Ratio 1Yr Asc
SCAN_lipperSortino1yr_DESC,Sortino Ratio 1Yr Desc
SCAN_lipperLatestSPSGrowthZScore_ASC,SPS Growth Z-Score Latest Asc
SCAN_lipperLatestSPSGrowthZScore_DESC,SPS Growth Z-Score Latest Desc
SCAN_lipperStandardDeviation1yr_ASC,Standard Deviation 1Yr Asc
SCAN_lipperStandardDeviation1yr_DESC,Standard Deviation 1Yr Desc
SCAN_lipperSRRI1yr_ASC,Synthetic Risk and Reward Indicator 1Yr Asc
SCAN_lipperSRRI1yr_DESC,Synthetic Risk and Reward Indicator 1Yr Desc
SCAN_mfTaxEfficiencyScore10yr_ASC,Tax Efficiency Score - 10yr Asc
SCAN_mfTaxEfficiencyScore10yr_DESC,Tax Efficiency Score - 10yr Desc
SCAN_mfTaxEfficiencyScore3yr_ASC,Tax Efficiency Score - 3yr Asc
SCAN_mfTaxEfficiencyScore3yr_DESC,Tax Efficiency Score - 3yr Desc
SCAN_mfTaxEfficiencyScore5yr_ASC,Tax Efficiency Score - 5yr Asc
SCAN_mfTaxEfficiencyScore5yr_DESC,Tax Efficiency Score - 5yr Desc
SCAN_mfTaxEfficiencyScoreOverall_ASC,Tax Efficiency Score - Overall Asc
SCAN_mfTaxEfficiencyScoreOverall_DESC,Tax Efficiency Score - Overall Desc
TOP_AFTER_HOURS_PERC_GAIN,Top % After-Hours Gainers
TOP_AFTER_HOURS_PERC_LOSE,Top % After-Hours Losers
TOP_PERC_GAIN,Top % Gainers
TOP_OPEN_PERC_GAIN,Top % Gainers Since Open
TOP_PERC_LOSE,Top % Losers
TOP_OPEN_PERC_LOSE,Top % Losers Since Open
HIGH_OPEN_GAP,Top Close-to-Open % Gainers
LOW_OPEN_GAP,Top Close-to-Open % Losers
TOP_OPT_IMP_VOLAT_GAIN,Top Option Imp Vol % Gainers
TOP_OPT_IMP_VOLAT_LOSE,Top Option Imp Vol % Losers
TOP_PRICE_RANGE,Top Price Range
TOP_TRADE_COUNT,Top Trade Count
TOP_TRADE_RATE,Top Trade Rate
TOP_VOLUME_RATE,Top Volume Rate
SCAN_lipperTotalAssets2TotalEquity_ASC,Total Assets / Total Equity Asc
SCAN_lipperTotalAssets2TotalEquity_DESC,Total Assets / Total Equity Desc
SCAN_lipperTotalDebt2TotalCapital_ASC,Total Debt / Total Capital Asc
SCAN_lipperTotalDebt2TotalCapital_DESC,Total Debt / Total Capital Desc
SCAN_lipperTotalDebt2TotalEquity_ASC,Total Debt / Total Equity Asc
SCAN_lipperTotalDebt2TotalEquity_DESC,Total Debt / Total Equity Desc
SCAN_lipperTotalExpenseRatio_ASC,Total Expense Ratio Asc
SCAN_lipperTotalExpenseRatio_DESC,Total Expense Ratio Desc
SCAN_lipperTotalNetAssets_ASC,Total Net Assets Asc
SCAN_lipperTotalNetAssets_DESC,Total Net Assets Desc
SCAN_mfTotalReturnScore10yr_ASC,Total Return Score - 10yr Asc
SCAN_mfTotalReturnScore10yr_DESC,Total Return Score - 10yr Desc
SCAN_mfTotalReturnScore3yr_ASC,Total Return Score - 3yr Asc
SCAN_mfTotalReturnScore3yr_DESC,Total Return Score - 3yr Desc
SCAN_mfTotalReturnScore5yr_ASC,Total Return Score - 5yr Asc
SCAN_mfTotalReturnScore5yr_DESC,Total Return Score - 5yr Desc
SCAN_mfTotalReturnScoreOverall_ASC,Total Return Score - Overall Asc
SCAN_mfTotalReturnScoreOverall_DESC,Total Return Score - Overall Desc
SCAN_etfTRIncep_ASC,Total Return Since Inception (AltaVista) Asc
SCAN_etfTRIncep_DESC,Total Return Since Inception (AltaVista) Desc
SCAN_lipperTrackingError1yr_ASC,Tracking Error 1Yr Asc
SCAN_lipperTrackingError1yr_DESC,Tracking Error 1Yr Desc
COMBO_LATEST_TRADE,Trades
SCAN_lipperTreynorRatio1yr_ASC,Treynor Ratio 1Yr Asc
SCAN_lipperTreynorRatio1yr_DESC,Treynor Ratio 1Yr Desc
SCAN_tweetVolumeScore_ASC,Tweet Volume Score Asc
SCAN_tweetVolumeScoreChange_ASC,Tweet Volume Score Change Asc
SCAN_tweetVolumeScoreChange_DESC,Tweet Volume Score Change Desc
SCAN_tweetVolumeScore_DESC,Tweet Volume Score Desc
WSH_NEXT_EARNINGS,Upcoming Earnings (WSH)
WSH_NEXT_EVENT,Upcoming Event (WSH)
FIRST_TRADE_DATE_ASC,Upcoming IPO Date Asc
FIRST_TRADE_DATE_DESC,Upcoming IPO Date Desc
WSH_NEXT_MAJOR_EVENT,Upcoming Major Event (WSH)
WSH_NEXT_ANALYST_MEETING,Upcoming Meeting (WSH)
SCAN_utilization_DESC,Utilization (High-Low)
SCAN_utilization_ASC,Utilization (Low-High)
SCAN_lipperValueAtRiskNormal1yr_ASC,Value At Risk Normal 1Yr Asc
SCAN_lipperValueAtRiskNormal1yr_DESC,Value At Risk Normal 1Yr Desc
SCAN_lipperValueAtRiskNormalETL1yr_ASC,Value At Risk Normal End Tail Loss 1Yr Asc
SCAN_lipperValueAtRiskNormalETL1yr_DESC,Value At Risk Normal End Tail Loss 1Yr Desc
SCAN_lipperValueAtRiskQuantile1yr_ASC,Value At Risk Quantile 1Yr Asc
SCAN_lipperValueAtRiskQuantile1yr_DESC,Value At Risk Quantile 1Yr Desc
SCAN_lipperValueAtRiskQuantileETL1yr_ASC,Value At Risk Quantile End Tail Loss 1Yr Asc
SCAN_lipperValueAtRiskQuantileETL1yr_DESC,Value At Risk Quantile End Tail Loss 1Yr Desc
SCAN_lipperVariance1yr_ASC,Variance 1Yr Asc
SCAN_lipperVariance1yr_DESC,Variance 1Yr Desc
COMBO_MOST_ACTIVE,Volume
SCAN_lipperWeightedFinalCompositeZScore_ASC,Weighted Final Composite Z-Score Asc
SCAN_lipperWeightedFinalCompositeZScore_DESC,Weighted Final Composite Z-Score Desc
SCAN_etfTRytd_ASC,Year-to-Date Total Return (AltaVista) Asc
SCAN_etfTRytd_DESC,Year-to-Date Total Return (AltaVista) Desc
SCAN_lipperYieldValue_ASC,Yield 1Yr Asc
SCAN_lipperYieldValue_DESC,Yield 1Yr Desc
SCAN_lipperYieldToMaturity_ASC,Yield to Maturity Asc
SCAN_lipperYieldToMaturity_DESC,Yield to Maturity Desc
SCAN_etfYTM_WgtAvg_ASC,Yield-To-Maturity Weighted Average (AltaVista) Asc
SCAN_etfYTM_WgtAvg_DESC,Yield-To-Maturity Weighted Average (AltaVista) Desc
